FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,TMPRIV_,TMPRIV_ID,NAME,ALIAS,CLASS,PRIMARY,END,REACHCODE,SORTER,LENGTH_KM,STRAHLER,SEGMENT,SHREVE,US_ACCUM,LINK_TYPE,CATCHID,DIST2MTH,MAINCHAN,ORDER,RIVN_ROOT,RIVN_SUFX
3856,3903,0,0,0.2647397,8607,8607,Mpembeni,,Perennial,W,S,W21J020000,W00000428,27.1471,1,5539.0,1.0,27147.05,E,444.0,286631.686,0.0,1,Mpembeni,River
3782,3827,0,0,0.2264599,8608,8608,Maphophoma,,Perennial,W,S,W21J030000,W00000441,23.3404,1,5541.0,1.0,23340.4,E,444.0,268677.749,0.0,1,Maphophoma,River
3595,3744,0,0,0.241115,8609,8609,Mhlahlane,,Perennial,W,S,W21H010000,W00000403,25.1068,1,5561.0,1.0,25106.819,E,444.0,272021.187,0.0,1,Mhlahlane,River
3524,3562,0,0,0.2019579,8610,8610,Vumankala,,Perennial,W,S,W21D020000,W00000271,20.5508,1,5549.0,1.0,20550.792,E,444.0,360434.265,0.0,1,Vumankala,River
3338,3451,0,0,0.4660576,8611,8611,Sandspruit,,Perennial,W,S,W21C010000,W00000238,47.8864,1,5559.0,1.0,47886.413,E,444.0,391205.796,0.0,1,Sand,Spruit
3229,3357,0,0,0.3305321,8612,8612,iShoba,Shoba,Perennial,W,S,W21B020000,W00000220,34.6644,1,5557.0,1.0,34664.35,E,444.0,403662.778,0.0,1,iShoba,River
3642,3683,0,0,0.2168264,8613,8613,Black Mfolozi,Mfolozi,Perennial,W,N,W22J050000,W00000675,22.7077,3,5585.0,14.0,557191.063,I,444.0,152220.901,0.0,3,Black Mfolozi,River
3665,3642,0,0,0.1453405,8614,8614,Black Mfolozi,Mfolozi,Perennial,W,N,W22J040000,W00000674,15.3331,3,5585.0,13.0,520113.06,I,444.0,167553.97,0.0,3,Black Mfolozi,River
3539,3665,0,0,0.2265003,8615,8615,Black Mfolozi,Mfolozi,Perennial,W,N,W22J030000,W00000656,23.7175,3,5585.0,12.0,478493.245,I,444.0,191271.445,0.0,3,Black Mfolozi,River
3499,3539,0,0,0.03338379,8616,8616,Black Mfolozi,,Perennial,W,N,W22H020000,W00000645,3.57625,3,5585.0,11.0,412882.709,I,444.0,194847.699,0.0,3,Black Mfolozi,River
3460,3499,0,0,0.1276065,8617,8617,Black Mfolozi,,Perennial,W,N,W22F030000,W00000633,13.4144,3,5585.0,10.0,359145.922,I,444.0,208262.066,0.0,3,Black Mfolozi,River
3472,3460,0,0,0.2617486,8618,8618,Black Mfolozi,,Perennial,W,N,W22F020000,W00000591,26.9746,3,5585.0,7.0,234329.405,I,444.0,235236.704,0.0,3,Black Mfolozi,River
3683,3831,0,0,0.5052593,8619,8619,Black Mfolozi,Mfolozi,Perennial,W,N,W22L010000,W00000702,52.5726,3,5585.0,17.0,712947.587,I,444.0,129513.212,0.0,3,Black Mfolozi,River
3705,3665,0,0,0.2558694,8620,8620,Wela,Gozithawe,NonPerennial,W,S,W22J020000,W00000673,26.2867,1,5588.0,1.0,26286.747,E,444.0,193840.717,0.0,1,Wela,River
3710,3539,0,0,0.4030642,8621,8621,Mbhekamuzi,KwaNomdiyane,Perennial,W,S,W22H010000,W00000655,41.8931,1,5587.0,1.0,41893.061,E,444.0,233164.505,0.0,1,Mbhekamuzi,River
3606,3472,0,0,0.3813161,8622,8622,iThaka,Thaka,Perennial,W,S,W22D010000,W00000590,39.6638,1,5586.0,1.0,39663.824,E,444.0,274900.528,0.0,1,iThaka,River
3450,3389,0,0,0.1707319,8623,8623,Hlonyane,,Perennial,W,N,W22B040000,W00000575,17.9032,2,5584.0,2.0,56470.994,I,444.0,285297.648,0.0,2,Hlonyane,River
3536,3450,0,0,0.1607978,8624,8624,Hlangabende,,Perennial,W,S,W22B020000,W00000558,16.5961,1,5582.0,1.0,16596.094,E,444.0,301893.741,0.0,1,Hlangabende,River
3363,3450,0,0,0.2080165,8625,8625,Hlonyana,Hlonyane Skoonspruit,Perennial,W,S,W22B030000,W00000574,21.9717,1,5583.0,1.0,21971.715,E,444.0,307269.363,0.0,1,Hlonyana,River
4041,3937,0,0,0.2564419,8626,8626,Mayayeni,Manzampofu,Perennial,W,S,W21L020000,W00000488,26.543,1,5565.0,1.0,26543.015,E,444.0,158181.639,0.0,1,Mayayeni,River
3777,3862,0,0,0.3313652,8627,8627,Nhlungwane,,Perennial,W,S,W21K020000,W00000472,34.4282,1,5563.0,1.0,34428.17,E,444.0,177405.805,0.0,1,Nhlungwane,River
4028,3820,0,0,0.2376247,8628,8628,Mkumbane,,Perennial,W,S,W21J040000,W00000453,25.2271,1,5537.0,1.0,25227.102,E,444.0,260132.341,0.0,1,Mkumbane,River
3796,3820,0,0,0.02932732,8629,8629,White Mfolozi,,Perennial,W,N,W21J070000,W00000443,2.99962,3,5553.0,18.0,709174.196,I,444.0,237904.863,1.0,3,White Mfolozi,River
3865,3663,0,0,0.2244971,8630,8630,Nsubeni,,Perennial,W,S,W21G030000,W00000390,24.0825,1,5560.0,1.0,24082.467,E,444.0,318964.523,0.0,1,Nsubeni,River
3766,3723,0,0,0.1925631,8631,8631,Ngwebini,,Perennial,W,S,W21E030000,W00000342,19.8505,1,5546.0,1.0,19850.521,E,444.0,365369.146,0.0,1,Ngwebini,River
3584,3562,0,0,0.2357645,8632,8632,Jojosi,,Perennial,W,S,W21D030000,W00000289,23.8989,1,5550.0,1.0,23898.868,E,444.0,363782.34,0.0,1,Jojosi,River
3389,3392,0,0,0.01840402,8633,8633,Hlonyane,,Perennial,W,N,W22B050000,W00000576,1.83968,2,5584.0,3.0,81151.16,I,444.0,267394.463,0.0,2,Hlonyane,River
4017,4006,0,0,0.1871136,8634,8634,Msunduzi,,Perennial,W,N,W23B030000,W00000725,19.0516,2,5598.0,2.0,58540.348,I,444.0,46762.016,0.0,2,Msunduzi,River
3422,3409,0,0,0.07160952,8635,8635,St Lucia,,Unknown,W,N,W32H050000,W00001052,7.0488,3,5613.0,14.0,622252.371,I,445.0,62396.348,0.0,3,St Lucia,River
3799,3754,0,0,0.09336848,8636,8636,Nyalazi,,Perennial,W,N,W32G070000,W00001042,9.66399,2,5608.0,3.0,98328.855,I,445.0,129349.503,0.0,2,Nyalazi,River
3706,3799,0,0,0.3649644,8637,8637,Nyalazi,,Perennial,W,N,W32G060000,W00001041,38.0447,2,5608.0,2.0,73807.658,I,445.0,167394.17,0.0,2,Nyalazi,River
3314,3280,0,0,0.4029584,8638,8638,Msunduzi,,Perennial,W,N,W31K040000,W00000907,41.5184,2,5643.0,2.0,117739.844,I,445.0,212046.354,0.0,2,Msunduzi,River
3148,3137,0,0,0.2851564,8639,8639,Mkuze,,Unknown,W,N,W31J050000,W00000857,29.4825,3,5630.0,10.0,500592.745,I,445.0,200397.601,1.0,3,Mkuze,River
3232,3188,0,0,0.1145079,8640,8640,Nkunzana,,Perennial,W,N,W31F030000,W00000835,11.8927,2,5622.0,2.0,82093.96,I,445.0,282329.116,0.0,2,Nkunzana,River
3158,3188,0,0,0.519361,8641,8641,Mkuze,,Perennial,W,N,W31E010000,W00000811,54.2242,2,5626.0,6.0,261064.973,I,445.0,324660.565,1.0,2,Mkuze,River
3164,3158,0,0,0.01249431,8642,8642,Mkuze,,Perennial,W,N,W31D040000,W00000810,1.29324,2,5626.0,5.0,183828.018,I,445.0,325953.801,1.0,2,Mkuze,River
3226,3164,0,0,0.1098485,8643,8643,Mkuze,,Perennial,W,N,W31D030000,W00000784,11.6927,2,5626.0,4.0,165218.84,I,445.0,337646.547,1.0,2,Mkuze,River
3211,3226,0,0,0.3783319,8644,8644,Mkuze,,Perennial,W,N,W31B010000,W00000769,39.1532,2,5626.0,3.0,123777.713,I,445.0,376799.732,1.0,2,Mkuze,River
3513,3564,0,0,0.08386046,8645,8645,Nzimane,,Perennial,W,N,W32E050000,W00001011,8.83858,2,5602.0,3.0,91483.05,I,445.0,147394.734,0.0,2,Nzimane,River
3505,3513,0,0,0.1640166,8646,8646,Nzimane,,Perennial,W,N,W32E040000,W00000989,17.1261,2,5602.0,2.0,69649.463,I,445.0,164520.85,0.0,2,Nzimane,River
3564,3557,0,0,0.1973394,8647,8647,Hluhluwe,,Perennial,W,N,W32E060000,W00001012,20.6772,2,5602.0,4.0,145787.346,I,445.0,138556.149,0.0,2,Hluhluwe,River
3557,3466,0,0,0.4849099,8648,8648,Hluhluwe,,Perennial,W,N,W32F010000,W00001013,50.2692,2,5602.0,5.0,225909.722,I,445.0,117878.922,0.0,2,Hluhluwe,River
3466,3422,0,0,0.04792074,8649,8649,St Lucia,,Unknown,W,N,W32H040000,W00001051,5.21339,3,5613.0,10.0,429511.985,I,445.0,67609.737,0.0,3,St Lucia,River
3754,3466,0,0,0.4965248,8650,8650,Nyalazi,,Perennial,W,N,W32H030000,W00001050,52.0758,3,5613.0,5.0,198388.873,I,445.0,119685.51,0.0,3,Nyalazi,River
3401,3355,0,0,0.1195232,8651,8651,Mzinene,,NonPerennial,W,N,W32C050000,W00000962,12.5775,2,5617.0,2.0,105643.04,I,445.0,110255.371,0.0,2,Mzinene,River
3409,3758,0,0,0.3729815,8652,8652,St Lucia,,Unknown,W,N,W32H060000,W00001053,40.3679,4,5646.0,35.0,1662407.43,I,445.0,55347.551,1.0,4,St Lucia,River
3758,3877,0,0,0.1408395,8653,8653,St Lucia,,Unknown,W,M,W32H070000,W00001056,14.9796,4,5646.0,36.0,1691181.185,O,445.0,14979.649,1.0,4,St Lucia,River
3188,3162,0,0,0.02870727,8654,8654,Mkuze,,Perennial,W,N,W31G020000,W00000836,3.1062,3,5630.0,8.0,346265.132,I,445.0,270436.392,1.0,3,Mkuze,River
3162,3148,0,0,0.6396213,8655,8655,Mkuze,,Perennial,W,N,W31G030000,W00000847,66.9326,3,5630.0,9.0,434949.251,I,445.0,267330.193,1.0,3,Mkuze,River
3202,3195,0,0,0.08630427,8656,8656,Mkuze,,Perennial,W,N,W32A020000,W00000936,8.96181,4,5646.0,19.0,909063.725,I,445.0,127437.101,1.0,4,Mkuze,River
3137,3136,0,0,0.1904803,8657,8657,Mkuze,,Unknown,W,N,W31J060000,W00000882,19.7211,3,5630.0,11.0,542548.479,I,445.0,170915.087,1.0,3,Mkuze,River
3382,3280,0,0,0.5324706,8658,8658,Mduna,,NonPerennial,W,S,W31K010000,W00000889,55.4269,1,5644.0,1.0,55426.93,E,445.0,225954.917,0.0,1,Mduna,River
3290,3226,0,0,0.2848492,8659,8659,Sihlengeni,,Perennial,W,S,W31C010000,W00000783,29.7484,1,5627.0,1.0,29748.38,E,445.0,367394.928,0.0,1,Sihlengeni,River
3802,3758,0,0,0.1339707,8660,8660,Mpate,,NonPerennial,W,S,W32H010000,W00001055,13.7941,1,5648.0,1.0,13794.106,E,445.0,28773.755,0.0,1,Mpate,River
3384,3401,0,0,0.3901834,8661,8661,Ngweni,,NonPerennial,W,S,W32C010000,W00000954,40.3944,1,5615.0,1.0,40394.388,E,445.0,150649.759,0.0,1,Ngweni,River
3396,3401,0,0,0.5052926,8662,8662,Mzinene,,NonPerennial,W,S,W32C020000,W00000961,52.6712,1,5616.0,1.0,52671.171,E,445.0,162926.542,0.0,1,Mzinene,River
3350,3355,0,0,0.2265331,8663,8663,Mhlosinga,,NonPerennial,W,S,W32C030000,W00000968,23.4955,1,5618.0,1.0,23495.517,E,445.0,121173.406,0.0,1,Mhlosinga,River
3103,3189,0,0,0.1298186,8664,8664,Khobeyane,,NonPerennial,W,S,W32B010000,W00000946,14.0252,1,5619.0,1.0,14025.154,E,445.0,126081.573,0.0,1,Khobeyane,River
3029,3123,0,0,0.1327875,8665,8665,Mthambalala,,NonPerennial,W,S,W31J010000,W00000865,14.5498,1,5634.0,1.0,14549.819,E,445.0,168285.656,0.0,1,Mthambalala,River
3143,3195,0,0,0.1296371,8666,8666,Neshe,,Unknown,W,S,W32A010000,W00000941,13.5705,1,5647.0,1.0,13570.538,E,445.0,132045.83,0.0,1,Neshe,River
3291,3314,0,0,0.4530883,8667,8667,Msebe,Msunduzi uMsunduze,Perennial,W,S,W31K020000,W00000897,47.8775,1,5641.0,1.0,47877.495,E,445.0,259923.849,0.0,1,Msebe,River
3303,3336,0,0,0.2062605,8668,8668,Munywana,,Perennial,W,S,W32C040000,W00000974,21.2715,1,5614.0,1.0,21271.489,E,445.0,106783.18,0.0,1,Munywana,River
3898,3799,0,0,0.142408,8669,8669,Nsane,,Perennial,W,S,W32G010000,W00001018,14.8572,1,5609.0,1.0,14857.204,E,445.0,144206.707,0.0,1,Nsane,River
3620,3706,0,0,0.1006315,8670,8670,Sikhathula,,NonPerennial,W,S,W32G020000,W00001025,10.8337,1,5606.0,1.0,10833.652,E,445.0,178227.821,0.0,1,Sikhathula,River
3698,3754,0,0,0.1383631,8671,8671,Hlazane,,Perennial,W,N,W32G080000,W00001049,14.3878,2,5612.0,2.0,47984.245,I,445.0,134073.285,0.0,2,Hlazane,River
3618,3698,0,0,0.1686325,8672,8672,Hlazane,,Perennial,W,S,W32G030000,W00001033,17.615,1,5610.0,1.0,17614.97,E,445.0,151688.255,0.0,1,Hlazane,River
3553,3564,0,0,0.3207113,8673,8673,Hluhluwe,,Perennial,W,S,W32E010000,W00000997,33.6271,1,5604.0,1.0,33627.069,E,445.0,172183.218,0.0,1,Hluhluwe,River
3446,3505,0,0,0.2002393,8674,8674,Nzimane,Mbila,Perennial,W,S,W32D010000,W00000979,20.8867,1,5600.0,1.0,20886.71,E,445.0,185407.56,0.0,1,Nzimane,River
3425,3557,0,0,0.2859449,8675,8675,Manzabomvu,,NonPerennial,W,S,W32E020000,W00001004,29.8532,1,5605.0,1.0,29853.192,E,445.0,147732.114,0.0,1,Manzabomvu,River
3681,3706,0,0,0.2387907,8676,8676,Nyalazi,,Perennial,W,S,W32G040000,W00001040,24.9293,1,5607.0,1.0,24929.34,E,445.0,192323.51,0.0,1,Nyalazi,River
3668,3698,0,0,0.1550518,8677,8677,Mnyaba,,NonPerennial,W,S,W32G050000,W00001048,15.9815,1,5611.0,1.0,15981.501,E,445.0,150054.785,0.0,1,Mnyaba,River
3423,3513,0,0,0.1223143,8678,8678,Mansiya,Nyambazana,Perennial,W,S,W32E030000,W00001010,12.995,1,5603.0,1.0,12995.002,E,445.0,160389.735,0.0,1,Mansiya,River
3380,3505,0,0,0.305746,8679,8679,Wela,,Perennial,W,S,W32D020000,W00000988,31.6366,1,5601.0,1.0,31636.637,E,445.0,196157.487,0.0,1,Wela,River
3250,3314,0,0,0.2720449,8680,8680,Ntweni,Mehlobanzi,NonPerennial,W,S,W31K030000,W00000906,28.344,1,5642.0,1.0,28343.982,E,445.0,240390.337,0.0,1,Ntweni,River
3237,3196,0,0,0.1685656,8681,8681,Nsumu,,NonPerennial,W,S,W31L010000,W00000915,17.6728,1,5638.0,1.0,17672.812,E,445.0,158251.065,0.0,1,Nsumu,River
3160,3200,0,0,0.09156299,8682,8682,,,NonPerennial,W,S,W31L020000,W00000924,9.64504,1,5637.0,1.0,9645.044,E,445.0,144661.597,0.0,1,,
3196,3200,0,0,0.0548484,8683,8683,Nsumu,,NonPerennial,W,N,W31L040000,W00000933,5.5617,2,5640.0,2.0,40378.276,I,445.0,140578.252,0.0,2,Nsumu,River
3136,3202,0,0,0.2260521,8684,8684,Mkuze,,Unknown,W,N,W31J070000,W00000883,23.7569,3,5630.0,13.0,627844.752,I,445.0,151194.034,1.0,3,Mkuze,River
3207,3202,0,0,0.01573619,8685,8685,Msunduzi,,Perennial,W,N,W31J080000,W00000935,1.60327,3,5645.0,6.0,272257.163,I,445.0,129040.371,0.0,3,Msunduzi,River
3200,3207,0,0,0.05925073,8686,8686,Nsumu,Ndlovana\Nkomompuphu,Unknown,W,N,W31L050000,W00000934,5.97618,2,5640.0,3.0,55999.502,I,445.0,135016.554,0.0,2,Nsumu,River
3201,3196,0,0,0.1669792,8687,8687,Masundwini,Nyakaza\Mantenga,NonPerennial,W,S,W31L030000,W00000932,17.1438,1,5639.0,1.0,17143.765,E,445.0,157722.017,0.0,1,Masundwini,River
3123,3136,0,0,0.02397073,8688,8688,Ndlamyane,Mthala,NonPerennial,W,N,W31J040000,W00000874,2.5418,2,5636.0,2.0,61539.34,I,445.0,153735.837,0.0,2,Ndlamyane,River
3074,3123,0,0,0.4298129,8689,8689,Ndlamyane,Mthala,NonPerennial,W,S,W31J020000,W00000873,44.4477,1,5635.0,1.0,44447.718,E,445.0,198183.555,0.0,1,Ndlamyane,River
3206,3137,0,0,0.2133064,8690,8690,Nhlohlela,,NonPerennial,W,S,W31J030000,W00000881,22.2347,1,5633.0,1.0,22234.681,E,445.0,193149.768,0.0,1,Nhlohlela,River
3239,3148,0,0,0.3446856,8691,8691,KwaSekane,,NonPerennial,W,S,W31H010000,W00000856,36.161,1,5632.0,1.0,36160.98,E,445.0,236558.581,0.0,1,KwaSekane,River
3080,3162,0,0,0.207933,8692,8692,Mtiki,Mtikini,NonPerennial,W,S,W31G010000,W00000846,21.7515,1,5631.0,1.0,21751.526,E,445.0,289081.719,0.0,1,Mtiki,River
3341,3232,0,0,0.2473845,8693,8693,Mpuphisi,,Perennial,W,S,W31F010000,W00000822,26.1671,1,5620.0,1.0,26167.144,E,445.0,308496.26,0.0,1,Mpuphisi,River
3266,3232,0,0,0.4272402,8694,8694,Nkunzana,,Perennial,W,S,W31F020000,W00000834,44.0341,1,5621.0,1.0,44034.092,E,445.0,326363.208,0.0,1,Nkunzana,River
3079,3158,0,0,0.2202494,8695,8695,Manzimhlope,Witwater,Perennial,W,S,W31D010000,W00000797,23.0128,1,5629.0,1.0,23012.783,E,445.0,347673.348,0.0,1,Manzimhlope,River
3088,3164,0,0,0.1639779,8696,8696,Ntutshe,,Perennial,W,S,W31D020000,W00000809,17.3159,1,5628.0,1.0,17315.942,E,445.0,343269.743,0.0,1,Ntutshe,River
3268,3211,0,0,0.2889889,8697,8697,Mkuze,,Perennial,W,S,W31A010000,W00000736,30.0911,1,5623.0,1.0,30091.072,E,445.0,406890.804,0.0,1,Mkuze,River
3280,3207,0,0,0.399673,8698,8698,Msunduzi,,Perennial,W,N,W31L060000,W00000908,41.4876,2,5643.0,3.0,214654.391,I,445.0,170527.988,0.0,2,Msunduzi,River
3195,3189,0,0,0.06280559,8699,8699,Mkuze,,Perennial,W,N,W32B060000,W00000942,6.41887,4,5646.0,20.0,929053.135,I,445.0,118475.292,1.0,4,Mkuze,River
3189,3409,0,0,0.5326206,8700,8700,Mkuze,,Perennial,W,N,W32B070000,W00000947,56.7089,4,5646.0,21.0,999787.158,I,445.0,112056.419,1.0,4,Mkuze,River
3355,3336,0,0,0.1163384,8701,8701,Mzinene,,Perennial,W,N,W32C060000,W00000969,12.1662,2,5617.0,3.0,141304.757,I,445.0,97677.89,0.0,2,Mzinene,River
3336,3422,0,0,0.2179389,8702,8702,Mzinene,,Perennial,W,N,W32H020000,W00000975,23.1153,2,5617.0,4.0,185691.589,I,445.0,85511.69,0.0,2,Mzinene,River
3220,3211,0,0,0.2666169,8703,8703,Nkongolwana,,Perennial,W,N,W31A040000,W00000768,27.6238,2,5626.0,2.0,54533.457,I,445.0,404423.525,1.0,2,Nkongolwana,River
3252,3220,0,0,0.1111799,8704,8704,Nkongolwana,,NonPerennial,W,S,W31A020000,W00000751,11.6179,1,5624.0,1.0,11617.878,E,445.0,416041.403,0.0,1,Nkongolwana,River
3282,3220,0,0,0.1438144,8705,8705,Mbilane,Rietspruit,Perennial,W,S,W31A030000,W00000767,15.2918,1,5625.0,1.0,15291.786,E,445.0,419715.31,1.0,1,Mbilane,River
2660,2579,0,0,0.1152294,8706,8706,Kosi,,NonPerennial,W,M,W70A050000,W00003453,12.3979,2,5651.0,2.0,50858.676,O,446.0,12397.923,1.0,2,Kosi,River
2658,2660,0,0,0.1439735,8707,8707,Swamanzi,Gezisa,Perennial,W,S,W70A010000,W00003450,14.8166,1,5649.0,1.0,14816.59,E,446.0,27214.513,0.0,1,Swamanzi,River
2766,2660,0,0,0.2220398,8708,8708,Malangeni,,NonPerennial,W,S,W70A020000,W00003452,23.6442,1,5650.0,1.0,23644.162,E,446.0,36042.086,1.0,1,Malangeni,River
2105,2184,0,0,0.2918588,8709,8709,Lusushwana,Little Usutu,Perennial,W,N,W56C020000,W00002790,30.6353,2,5782.0,2.0,109042.435,I,447.0,356390.567,0.0,2,Lusushwana,River
2184,2218,0,0,0.06384992,8710,8710,Lusushwana,Little Usutu,Perennial,W,N,W56C030000,W00002812,6.63669,2,5782.0,3.0,139954.334,I,447.0,325755.276,0.0,2,Lusushwana,River
2218,2231,0,0,0.07492712,8711,8711,Lusushwana,Little Usutu,Perennial,W,N,W56E020000,W00002833,7.86428,2,5782.0,4.0,192591.622,I,447.0,319118.59,0.0,2,Lusushwana,River
2258,2262,0,0,0.01044469,8712,8712,Mtendekwa,,Perennial,W,N,W57C050000,W00003001,1.07226,2,5818.0,2.0,38195.278,I,447.0,262609.461,0.0,2,Mtendekwa,River
2262,2284,0,0,0.02670098,8713,8713,Mtendekwa,,Perennial,W,N,W57C060000,W00003002,2.87209,2,5818.0,3.0,55072.782,I,447.0,261537.202,0.0,2,Mtendekwa,River
2231,2351,0,0,0.2261703,8714,8714,Lusushwana,Little Usutu,Perennial,W,N,W56F020000,W00002853,23.8859,2,5782.0,5.0,241033.326,I,447.0,311254.304,0.0,2,Lusushwana,River
2351,2386,0,0,0.05400739,8715,8715,Lusushwana,Little Usutu,Perennial,W,N,W56F030000,W00002872,5.69061,2,5782.0,6.0,275084.844,I,447.0,287368.368,0.0,2,Lusushwana,River
2458,2421,0,0,0.5315013,8716,8716,Ngwempisi,,Perennial,W,N,W53G010000,W00002458,54.9157,3,5773.0,17.0,664794.262,I,447.0,329067.143,0.0,3,Ngwempisi,River
2487,2458,0,0,0.05305931,8717,8717,Ngwempisi,,Perennial,W,N,W53F080000,W00002440,5.64239,3,5773.0,16.0,587685.413,I,447.0,334709.533,0.0,3,Ngwempisi,River
2478,2487,0,0,0.01580823,8718,8718,Ngwempisi,,Perennial,W,N,W53F070000,W00002439,1.65983,3,5773.0,15.0,570546.364,I,447.0,336369.364,0.0,3,Ngwempisi,River
2513,2402,0,0,0.2773312,8719,8719,Mkhondvo,Mkondo,Perennial,W,N,W51H040000,W00002065,29.0673,3,5752.0,16.0,633415.349,I,447.0,292330.431,0.0,3,Mkhondvo,River
2451,2498,0,0,0.07748766,8720,8720,Nyetane,,Perennial,W,N,W57H070000,W00003139,8.26572,2,5724.0,4.0,89512.19,I,447.0,174918.723,0.0,2,Nyetane,River
2528,2513,0,0,0.02775359,8721,8721,Mkhondvo,Mkondo,Perennial,W,N,W51H030000,W00002049,2.95474,3,5752.0,15.0,590163.667,I,447.0,295285.175,0.0,3,Mkhondvo,River
2542,2562,0,0,0.09889881,8722,8722,Mhlatuzane,,Perennial,W,N,W57D040000,W00003038,10.3419,2,5814.0,2.0,47162.71,I,447.0,272570.041,0.0,2,Mhlatuzane,River
2561,2545,0,0,0.0205818,8723,8723,Mhlatuze,,Perennial,W,N,W57G060000,W00003107,2.20236,2,5733.0,5.0,149808.52,I,447.0,197251.705,0.0,2,Mhlatuze,River
2587,2578,0,0,0.03012399,8724,8724,Mkhondvo,Mkondo,Perennial,W,N,W51G040000,W00002031,3.07477,3,5752.0,13.0,545689.502,I,447.0,321078.674,0.0,3,Mkhondvo,River
2539,2561,0,0,0.05444937,8725,8725,Mhlatuze,,Perennial,W,N,W57G050000,W00003106,5.73075,2,5733.0,4.0,132194.396,I,447.0,202982.45,0.0,2,Mhlatuze,River
2578,2528,0,0,0.2170264,8726,8726,Mkhondvo,Mkondo,Perennial,W,N,W51G050000,W00002032,22.7187,3,5752.0,14.0,575734.742,I,447.0,318003.901,0.0,3,Mkhondvo,River
2596,2539,0,0,0.2604718,8727,8727,Mhlatuze,,Perennial,W,N,W57G040000,W00003105,27.2185,2,5733.0,3.0,87010.595,I,447.0,230200.927,0.0,2,Mhlatuze,River
2636,2587,0,0,0.1368993,8728,8728,Mkhondvo,Mkondo,Perennial,W,N,W51G030000,W00001995,14.3477,3,5752.0,12.0,514959.229,I,447.0,335426.381,0.0,3,Mkhondvo,River
2585,2636,0,0,0.2114382,8729,8729,Ndlozane,Ndlotane,Perennial,W,N,W51F070000,W00001994,21.9325,2,5740.0,4.0,119919.97,I,447.0,357358.859,0.0,2,Ndlozane,River
2621,2550,0,0,0.1041874,8730,8730,,,Perennial,W,N,W57J060000,W00003168,11.0961,2,5728.0,3.0,33943.38,I,447.0,192272.962,0.0,2,,
2626,2621,0,0,0.00454952,8731,8731,,,Perennial,W,N,W57J050000,W00003167,0.505757,2,5728.0,2.0,15950.431,I,447.0,192778.719,0.0,2,,
2739,2756,0,0,0.0433478,8732,8732,Nsongweni,,Perennial,W,N,W43A040000,W00001538,4.52654,2,5656.0,2.0,32524.395,I,447.0,320680.918,0.0,2,Nsongweni,River
2756,2752,0,0,0.07257026,8733,8733,Nsongweni,,Perennial,W,N,W43B020000,W00001539,7.3125,2,5656.0,3.0,58452.644,I,447.0,316154.383,0.0,2,Nsongweni,River
2642,2549,0,0,0.2469766,8734,8734,Phongolo,Pongolo,Perennial,W,N,W45B020000,W00001747,25.9575,4,5712.0,50.0,2105269.497,I,447.0,145347.109,1.0,4,Phongolo,River
2629,2642,0,0,0.0740163,8735,8735,Ngwavuma,,Perennial,W,N,W43F110000,W00001613,7.64161,3,5666.0,12.0,430829.96,I,447.0,152988.717,0.0,3,Ngwavuma,River
2704,2657,0,0,0.08181316,8736,8736,Ngwavuma,,Perennial,W,N,W43F080000,W00001606,8.72211,2,5656.0,9.0,336536.85,I,447.0,170415.229,0.0,2,Ngwavuma,River
2714,2704,0,0,0.01604673,8737,8737,Ngwavuma,,Perennial,W,N,W43F070000,W00001594,1.7522,2,5656.0,8.0,297148.028,I,447.0,172167.429,0.0,2,Ngwavuma,River
2892,2945,0,0,0.1309556,8738,8738,Sitilo,,Perennial,W,N,W44C030000,W00001664,13.9371,2,5679.0,2.0,42046.597,I,447.0,315111.02,0.0,2,Sitilo,River
3008,2975,0,0,0.1873825,8739,8739,Phongolo,Pongolo,Perennial,W,N,W44B020000,W00001630,19.8168,4,5712.0,25.0,1143004.214,I,447.0,336739.186,1.0,4,Phongolo,River
3032,3008,0,0,0.04940306,8740,8740,Phongolo,Pongolo,Perennial,W,N,W44A040000,W00001629,5.14313,4,5712.0,24.0,1109023.09,I,447.0,341882.316,1.0,4,Phongolo,River
2918,3005,0,0,0.2087306,8741,8741,Spekboom,,Perennial,W,N,W42M030000,W00001498,21.8038,2,5683.0,2.0,56052.987,I,447.0,384827.818,0.0,2,Spekboom,River
2883,3002,0,0,0.4571269,8742,8742,Mozana,,Perennial,W,N,W42L010000,W00001467,47.9364,2,5686.0,3.0,134832.297,I,447.0,425473.565,0.0,2,Mozana,River
2876,2883,0,0,0.03323097,8743,8743,Mozana,,Perennial,W,N,W42K040000,W00001450,3.40524,2,5686.0,2.0,62847.872,I,447.0,428878.803,0.0,2,Mozana,River
3027,3002,0,0,0.0574574,8744,8744,Phongolo,Pongolo,Perennial,W,N,W42J030000,W00001417,6.08291,4,5712.0,18.0,862747.983,I,447.0,383620.063,1.0,4,Phongolo,River
3002,3005,0,0,0.1413276,8745,8745,Phongolo,Pongolo,Perennial,W,N,W42M040000,W00001468,14.5131,4,5712.0,21.0,1012093.403,I,447.0,377537.158,1.0,4,Phongolo,River
3069,3030,0,0,0.09194575,8746,8746,iThalu,Thalu,Perennial,W,N,W42H030000,W00001399,9.63407,2,5690.0,2.0,62260.649,I,447.0,414880.748,0.0,2,iThalu,River
